Commit_ID,Contributor,Date,Message,Files,Branch,Repository
053fa00fe60af4930d4c2ff6a36b1016376e9d24,Hypfer,2019-03-23,Avoid crashes due to strange crop values,['Tools.js'],{'master'},Valetudo
e13644311792eb47b337a835bab81aed65543363,Hypfer,2019-03-23,Avoid crashes due to broken map data,['Tools.js'],{'master'},Valetudo
9a847a42b8382288180c0b2335a8f3aba32d7bd0,Hypfer,2019-03-23,Downgrade Build to Node 8 since Node 10 seems to be leaking memory,"['.travis.yml,package.json']",{'master'},Valetudo
d197f2f821ff4a2ced62b30db62787d67deb9b46,Hypfer,2019-03-23,Don't crash the process if navmap gets rewritten,['Tools.js'],{'master'},Valetudo
5667c2a13f00d8c8092a5d3f8f6a5bdc80bac167,lwestenberg,2019-03-24,added attributes MQTT topic with HASS support,"['MqttClient.js,Vacuum.js']",{'master'},Valetudo
a6e822fb901c708cbd743e5adaf0747120bda079,lwestenberg,2019-03-24,added caching to prevent unnecessary mqtt messages,['MqttClient.js'],{'master'},Valetudo
1f32298956feffce6acca79ef6d1ec9fe65b49a4,lwestenberg,2019-03-24,added docker container for building on any OS,"['Dockerfile,HOWTO.md']",{'master'},Valetudo
4610be6d523e54cdce70f2816f30e54fc25ada80,lwestenberg,2019-03-24,version number,['package.json'],{'master'},Valetudo
276a8ef9a6afa2b449109bb40310016e2a26c220,Hypfer,2019-03-24,Implemented Dummycloud functionality,"['Configuration.js,Valetudo.js,Dummycloud.js,TimeSyncPacket.js']",{'master'},Valetudo
b01bd2528d824d0dfc1d68131140587a0b2826a6,reaper7,2019-03-24,config for topic prefix and autoconf prefix,"['Configuration.js,MqttClient.js']",{'master'},Valetudo
5e668035334fb2e0ed579e8242cf4aea3ff313c1,reaper7,2019-03-24,Update Configuration.js,['Configuration.js'],{'master'},Valetudo
4820c0b3dc93f400e30ab5cd6596742be8602233,reaper7,2019-03-24,Update Valetudo.js,['Valetudo.js'],{'master'},Valetudo
8f68ab2306fecdc9d83e18e6a786929c5cbc96fe,Hypfer,2019-03-30,Synchronously write configuration file,['Configuration.js'],{'master'},Valetudo
3b96262fc1f849fc3f94d2d2cae07c06c28afda8,Anna Prosvetova,2019-04-03,Introduce resume zone cleaning feature,"['MqttClient.js,Vacuum.js,WebServer.js']",{'master'},Valetudo
2d2bc8595788a1354a2fc89fd2ae04a4aa82fc62,Hypfer,2019-04-04,Added logo from #136,"['valetudo_logo_small.svg,valetudo_logo_with_name.svg']",{'master'},Valetudo
74f1c38f377f0ebccf07590de8721ca71a667e01,Hypfer,2019-04-04,Use new logo for client assets,"['apple-touch-icon.png,icon.png']",{'master'},Valetudo
647984926e59dae67a2b6e60cfe258f0f44d9f71,eahlstrom,2019-04-05,bugfix hh:mm:ss calculations for cleaning history.Before this 4156 secs got display as 1:69:16 now it shows 1:09:16,['index.html'],{'master'},Valetudo
3a47747140a3275fc3d5ab4182596d9525fcfe9f,Andreas Schneider,2019-04-05,Update deployment readme,"['hosts,rc.local']",{'master'},Valetudo
7ce6d5ce06fd41dcd6d406361aae962c89ef2372,Anna Prosvetova,2019-04-06,Allow pause of zoned cleaning,['index.html'],{'master'},Valetudo
6f7146af091964e9a79b5f06df609ee9d7b465aa,Hypfer,2019-04-06,Logo Kerning,['valetudo_logo_with_name.svg'],{'master'},Valetudo
810e5eaa1933c5d2902a53a309deddcebdebac1c,Tim Brust,2019-04-06,"build(TravisCI): upgrade Node.js versionNode.js 9 is already EOL. The lts/* version always uses the latest LTS version (currently 10.15.3), the target version from the build command remains unchanged.",['.travis.yml'],{'master'},Valetudo
d8c38176120333f2fcc8ee193f83670ebf237b89,Hypfer,2019-04-07,HTTPS Support for Websockets + Limit Zoned Cleanup to 5 zones,"['vacuum-map.js,Vacuum.js']",{'master'},Valetudo
3a3a906d19dd358c0b844e4b48307bb616478795,Erik Ahlström,2019-04-07,Add stat for the latest clean in publish attributes (#151),['MqttClient.js'],{'master'},Valetudo
6b3bf388573d84334e76818c6460f548d95f3888,Andreas Schneider,2019-04-08,Add a Makefile (#159),['Makefile'],{'master'},Valetudo
505a638c06fd0c0bff99db9a404a0563aa3d0b69,Hypfer,2019-04-10,Wrap deployment files for easy removal #158,"['hosts,rc.local']",{'master'},Valetudo
3594a712eebc12be5d33d760d22f373269825b3b,Hypfer,2019-04-10,Rotated the map by 180° and added the remaining map data blocks,"['RRMapParser.js,Dummycloud.js,Vacuum.js']",{'master'},Valetudo
2e39ecd766bd2771c0dbd263f78e62b28c945a64,Hypfer,2019-04-12,Moved MQTT PNG Drawing to seperate project,"['Makefile,HOWTO.md,Configuration.js,MqttClient.js,Tools.js,Valetudo.js,WebServer.js,package.json']",{'master'},Valetudo
9a0cd56f9b3e3ad2b3cf78d203b8a02d1bd5783c,Hypfer,2019-04-12,Fix #169,['index.html'],{'master'},Valetudo
4a59ffe0d8e92359db846be3d58ee2edf007a8df,Milan Pässler,2019-04-20,add yarn.lock,['yarn.lock'],{'master'},Valetudo
0cc777542f4a83fda2eb2951440a8c1a2b847bfb,Hypfer,2019-04-21,Add possible fix for random rollbacks/loss of wifi connectivity,"['valetudo.conf,RRMapParser.js']",{'master'},Valetudo
936c3215f24401e3bde5db56cd737f9221c1d621,Hypfer,2019-04-21,Bumped version number,['package.json'],{'master'},Valetudo
3bcfb5c74f3439c93235db49d9ae2be62a737afc,Sören Beye,2019-04-23,Fix Valetudo for unprovisioned Robots,['valetudo.conf'],{'master'},Valetudo
63886f3d2be1a6a0193d23ad3b73e4f304510ab1,Tim Brust,2019-04-26,build(TravisCI): execute npm run build commandinstead of having another explicit build command,['.travis.yml'],{'master'},Valetudo
8b0abfbb41f43032c543b7405dc7c4f392dfea73,Tim Brust,2019-04-26,feat: add MQTT over TLS (mqtts) support,"['Configuration.js,MqttClient.js,Valetudo.js']",{'master'},Valetudo
7fc2b9bffb9a72374f134f7fa2164a3911d24163,Ondřej Nový,2019-04-27,Load manifest.json using CORS (really fix #169),['index.html'],{'master'},Valetudo
3773547701373613c8fcd6d3ff685a1d2188dc08,Ondřej Nový,2019-04-27,"Fix #187, /api/current_status returns human_error",['Vacuum.js'],{'master'},Valetudo
91f751e4aec27862acfe0b199f149259db933318,Ondřej Nový,2019-04-27,"Fix race condition in manual control start/stopSometimes, just after pressing ""Start Manual Control"", client sendsstop_manual_control API request. It looks like there is smallrace-condition. If you ask for vacuum state just after starting manualcontrol, robots reports state != 7 (!= manual). Some problem is withstopping. Robot reports state = 7 for few x00 ms after pressing stop.This patch changes two things:* don't send API request to start/stop vacuuming when buttons are notclicked (information about state is read from robot) - just update UI* postpone refreshing of vacuum internal state just after clickingbuttonsTested on firmware Gen2 1768.",['index.html'],{'master'},Valetudo
a571348ca844219b3c2c1a19e8000be4a4dbedef,Ondřej Nový,2019-04-28,"Fix buttons disable stateIn ""Going to target"" and ""Spot cleaning"" state robot is not inin_cleaning. Stop and home buttons are not working, so disable them butenable pause button, which works.In ""Zone cleaning"" state Home button doesn't work, so disable them.Tested on firmware Gen2 1768.",['index.html'],{'master'},Valetudo
fce79de1f687388897f1740b45b38660a3ca03a2,Ondřej Nový,2019-04-28,"Always show error if there is anyRobot can be in normal (for example Charging) state but there couldstill be some error. For example try remove dust bin and press ""Start"".Robot will be in Charging state, but error_code will be > 0.",['index.html'],{'master'},Valetudo
871b76bca4116e86936f97fe528a2272424e4440,balu,2019-04-28,"replaces ""Sensor"" with ""Sensor cleaning""in Replaceable Section of the Settings",['index.html'],{'master'},Valetudo
8f9ca7b3f8455aa90d2980b612c6ab0bf180ce6b,Matthias Harrer,2019-04-28,Add ability to edit saved zones on map,"['index.html,vacuum-map.js']",{'master'},Valetudo
c05427973f4d164d28414428225b99d912d3751d,Matthias Harrer,2019-04-28,rebuild zone configuration page to use map only,"['index.html,WebServer.js']",{'master'},Valetudo
da00c261e49f9a27660bd30a856d0badfab87adb,Matthias Harrer,2019-04-28,cosmetic improvements for zone definition,['index.html'],{'master'},Valetudo
969488bc0ba09f3b024c4019a4a63b4e1039dcd3,Matthias Harrer,2019-04-28,add possibility to configure gotopoints / spots,"['index.html,vacuum-map.js,WebServer.js']",{'master'},Valetudo
25e5b35257e4bb592b890aae894d5a749ddbcd1d,Sören Beye,2019-04-28,Update WebServer.js,['WebServer.js'],{'master'},Valetudo
3b1a9449af6c9fbcf684c63f144e6b137c27167b,Hypfer,2019-04-28,Zoned_cleanup + Go_to via MQTT,"['MqttClient.js,Valetudo.js']",{'master'},Valetudo
91088195f869d6d6f96bb612770e3bcc7a1d00b8,Ondřej Nový,2019-04-30,"Limit memory allocationProcess valetudo on robot can sometimes consume a lots of memory (memoryleak?). If this happens, kernel sometimes kill player (instead of valetudoeven with high oom score). So let's limit max memory allocation of valetudoprocess to 200 MB, which should be enough. Better is to kill valetudothan player itself.",['valetudo.conf'],{'master'},Valetudo
9a5e6a71c4c6a65a525f57b754cf2bd85384b45c,Christoph Oechslein,2019-04-30,* Added check if mqtt client is connected to a server in updateMapDataTopic* Added console output if mqtt client did successfully connect to server,['MqttClient.js'],{'master'},Valetudo
33a4f4502f2ede95a8486972091acf55acd38b7b,Hypfer,2019-04-30,RRMap Image Metadata actually consists of signed Ints,['RRMapParser.js'],{'master'},Valetudo
2b8e4e354a092cdb5e7aa0c5f68ce00a58c57e17,Hypfer,2019-04-30,Might fix memory leak,['Dummycloud.js'],{'master'},Valetudo
f4e164ed19b87b29f2452d31e3f0f7631e131067,Hypfer,2019-04-30,Prevent concurrent map uploads,['WebServer.js'],{'master'},Valetudo
6fd1be698a990e0746fa9eec460734fc8cdfd761,Benjamin Bennett,2019-05-01,Changed the upstart file to work when unprovisioned (AP mode)This change made my vacuum bring up Valetudo when unprovisioned(i.e. when it had not joined a host network and was running the AProborock-vacuum-s5_... one itself).,['valetudo.conf'],{'master'},Valetudo
a9fa64fcec23639b7367a0d3fa61b84cd07eaebe,Hypfer,2019-05-02,More attempts to prevent Valetudo from going out of memory,"['MqttClient.js,Valetudo.js,Dummycloud.js,WebServer.js,package.json']",{'master'},Valetudo
672a22ce58be58e5df51527e536704245de3e2d7,Sören Beye,2019-05-03,"Fixed lonely pixel at 0,-1",['RRMapParser.js'],{'master'},Valetudo
e0cd63e33b7a6c48cd3bcad2e7fcc1bf68f098ca,Matthias Harrer,2019-05-04,add map metadata like nogozones / virtual walls / predicted path etc.,"['locations.js,path-drawer.js,vacuum-map.js']",{'master'},Valetudo
2e54e9ce3e9d0311db60e7214fe4b3f86ef120a5,Anna Prosvetova,2019-05-04,Allow multiple zone ids for MQTT zoned_cleanup command,['MqttClient.js'],{'master'},Valetudo
b9691e394bcfb897eba4045cf16139b89c5d3c76,thepill,2019-05-04,Align consumable titles vertically,['index.html'],{'master'},Valetudo
c1e7f5140cb292c38429bf7462ac55cbe4ae661d,thepill,2019-05-04,Use 130px for consumable title width in settings,['index.html'],{'master'},Valetudo
6b74c66e5e6bc685fcdd6e24f22a94588a076b05,leonardpitzu,2019-05-07,Update index.html,['index.html'],{'master'},Valetudo
