Commit_ID,Contributor,Date,Message,Files,Branch,Repository
9d70c695ec54a519cbc5b686e22dc1cab284798b,Hasanga Somaratne,2017-08-23,Minor bugfix,['user-view.component.html'],{'develop'},DroneSym
91a83a0fc53c0ba37242ed59d596b5b56fd68403,Hasanga Somaratne,2017-08-25,Re-implement using python threading,"['dronepool.py,main.py,threadrunner.py']",{'develop'},DroneSym
69b323b534fe90b0f109efdb6fe331ef5921433e,Hasanga Somaratne,2017-08-27,Fix test cases,['test_dronepool.py'],{'develop'},DroneSym
fde4820d7a50249b8b010dcdfa8da42737d3cf54,Hasanga Somaratne,2017-08-30,Fix instance number not updating when creating new drones issue,['dronepool.py'],{'develop'},DroneSym
5a8fa98ce59b8bfbe2062c98748a1a7304643b0f,Malith Senaweera,2017-11-26,Add a db dump,"['groups.bson,groups.metadata.json,users.bson,users.metadata.json']",{'develop'},DroneSym
209c71ee0092c13fa15ab998e02cfc7aa2c3f177,Malith Senaweera,2017-12-21,Remove incorrect global declaration inside __main__ block,['main.py'],{'develop'},DroneSym
9a2c76d48750ed54471a642d275b251151eef21b,Moses Paul R,2018-01-13,Update package.jsonperforming changes requested by @malithsen,['package.json'],{'develop'},DroneSym
3bdae544542610cea7137abf8d1db0eb78ccc3a7,Moses Paul R,2018-01-19,Create ISSUE_TEMPLATE.md,['ISSUE_TEMPLATE.md'],{'develop'},DroneSym
646323b0e3bc2428df4b88677344603626a01995,Moses Paul R,2018-03-26,Create CONTRIBUTING.md,['CONTRIBUTING.md'],{'develop'},DroneSym
b0d3e2d85dfe3857369abdbd70213f29a2fed77a,Moses Paul R,2018-03-26,Create PULL_REQUEST_TEMPLATE.md,['PULL_REQUEST_TEMPLATE.md'],{'develop'},DroneSym
d95be3154113b7191b15f63a8e430e16792e58a7,Oshan Mudannayake,2018-03-26,Fix package.json errors,"['package-lock.json,package.json,package-lock.json,package.json']",{'develop'},DroneSym
21ebca4b7141dbc71aa30dbe8d3988a1508e05c4,Moses Paul R,2018-10-02,Update ISSUE_TEMPLATE.md,['ISSUE_TEMPLATE.md'],{'develop'},DroneSym
839a03d5b0b40953014904d4652101ad84a962e1,Oshan Mudannayake,2018-10-02,Update package-lock.json file,['package-lock.json'],{'develop'},DroneSym
7094358d8e27488436101f8bc623efb33ba8bc50,violentdelight,2018-10-02,Added editorconfig,['.editorconfig'],{'develop'},DroneSym
3cbb8967aab4943fe07f0646241fff0f1484b058,Jakub Mularski,2018-10-29,Added tests for drone create,"['droneCtrl.js,userCtrl.js,example.db.js,index.js,package-lock.json,package.json,droneCtrl.js']",{'develop'},DroneSym
cab1976d652492283882036e38f6f4e6dd623d2a,Jakub Mularski,2018-10-29,Forgot to reset example.db to defaults,['example.db.js'],{'develop'},DroneSym
4a82621b84c72d7eebd5d7c8282ddf5ab888e182,Jakub Mularski,2018-10-30,Made tests adhere to project code style,"['droneCtrl.js,droneCtrl.js']",{'develop'},DroneSym
0eb76674582de771b065c142fd75ae0de4c76940,Jakub Mularski,2018-10-30,Tests for remove drone in droneCtrl,"['droneCtrl.js,droneCtrl.js']",{'develop'},DroneSym
a678412f3630371b8869e7737f500506ad054bd8,Jakub Mularski,2018-10-30,Added tests for getDroneIds and getDroneById,"['droneCtrl.js,droneCtrl.js']",{'develop'},DroneSym
50811bf0bd15f8d7b60b239375f3f510d8a1a333,Jakub Mularski,2018-10-30,"Renamed drone tests, added firebase test for create, and failing test for delete",['drone_functions.js'],{'develop'},DroneSym
0378fbf2c88939b31dde385a1bc6ef99a7886ff8,Jakub Mularski,2018-10-31,Fixed code quality,['drone_functions.js'],{'develop'},DroneSym
888d9a0041be887f996739278af500e910ab61e6,Jakub Mularski,2018-10-31,Code quality: last missing semicolon,['drone_functions.js'],{'develop'},DroneSym
f99d3c65dbcd02450680d0c817aadb9d90bf1c48,Jakub Mularski,2018-10-31,Now it must be the last error in linter,['drone_functions.js'],{'develop'},DroneSym
23e5e4ca7706752fb96f5b2f741af47fc22e8efb,Jakub Mularski,2018-11-03,"fix: callback on drone remove, fixed test for drone remove db check","['droneCtrl.js,drone_functions.js']",{'develop'},DroneSym
39dfd184be00875b011fd67990f89261966fb542,Jakub Mularski,2018-11-03,Code quality fix,['drone_functions.js'],{'develop'},DroneSym
42687ccea38c9a4ebead4dbc2bde3c58af961b61,Gaurav Pandey,2018-11-03,Add Tests For Group Models,['group_models.js'],{'develop'},DroneSym
27b8c1befd50a62e06e766fd43b29e9c0aab52b9,Gaurav Pandey,2018-11-03,Add Tests For User Models GET/POST,['user_models.js'],{'develop'},DroneSym
1a019c4eed7c1b2a02daa983746eb51ba686f7ae,Gaurav Pandey,2018-11-03,Add Sinon & Sinon-mongoose for Model Tests,['package.json'],{'develop'},DroneSym
2416c087e9197deed9e1b70e1b652c03ec898ac6,Jakub Mularski,2018-11-05,"tests(user): added test for login, register, and listing users","['droneCtrl.js,userCtrl.js,user_functions.js']",{'develop'},DroneSym
f08d3371513d7253422bfd998f1810f05b427d76,Jakub Mularski,2018-11-06,Fixing code quality,['user_functions.js'],{'develop'},DroneSym
dfa6a0cb7e4188256c8f8654faf9b63244b02973,Jakub Mularski,2018-11-06,docs(jsdoc): added basic JSDoc for every method of controller,"['droneCtrl.js,userCtrl.js']",{'develop'},DroneSym
8d215296bf3fc849601d849873466c5c06db9806,GeethOnion,2018-11-14,Added unit test,['test.js'],{'develop'},DroneSym
97690fd04208011026999f90395c180e403087dd,anuragparida,2018-11-15,Add unit test file,['drone_tests.js'],{'develop'},DroneSym
0d630abff4c26335c7ee044aa4a4573c9990a33f,Łukasz Myśliwiec,2018-11-17,Add Some Login Tests,"['login.e2e-spec.ts,login.po.ts,app.e2e-spec.ts']",{'develop'},DroneSym
311cf608e44f117807910252632d6f196f84c76c,Rohan Singh,2018-12-15,Added character encoding & meta for responsiveness,['login.component.html'],{'develop'},DroneSym
c0451a25fb5c6d664f43ec109a0ac0b38e296897,Rohan Singh,2018-12-15,"Made the Login Page responsiveThis DroneSym Webapp can now work on small phones, mid-sized phones, large phones, laptops, large laptops, HD TV and even a 4K TV",['login.component.css'],{'develop'},DroneSym
cfee725b62bb11ee65dbdba84328c3c7ff9fdd64,Rohan Singh,2018-12-15,Removed redundant comments,['login.component.html'],{'develop'},DroneSym
1087df03fed34189fda2839e93873daa238cde68,Rohan Singh,2018-12-15,Update index.js,['index.js'],{'develop'},DroneSym
326d7f05c613266e60388aa88c7d97d11bd07c22,Dilina Dehigama,2019-02-16,Python3 support,"['dronepool.py,dronepool.py.bak,mavparser.py,mavparser.py.bak,node.py,node.py.bak,threadrunner.py']",{'develop'},DroneSym
4154c0cb5318dbd8564e377bd3be9d9df9f854bd,Dilina,2019-02-16,Delete .bak,['node.py.bak'],{'develop'},DroneSym
e7ae6504908666a0ba38b3bb6e303cccfad1a958,Dilina,2019-02-16,Delete dronepool.py.bak,['dronepool.py.bak'],{'develop'},DroneSym
ab1a2b8f2491c435bfe350b7d99cf0c5dfee4f6e,Dilina,2019-02-16,Delete mavparser.py.bak,['mavparser.py.bak'],{'develop'},DroneSym
674f022af03477814389b7d66b419e02472cf0fd,Dilina Dehigama,2019-02-19,Github Repo Management-moved files to .github directory,"['CONTRIBUTING.md,ISSUE_TEMPLATE.md,PULL_REQUEST_TEMPLATE.md']",{'develop'},DroneSym
222b0489a81f2c2563a6c082a05c2b4603a88a39,meetcric,2019-02-19,[Refactoring] Create-user feature,"['app.module.ts,user.service.ts,user-signup.component.html,user-signup.component.ts,userCtrl.js,userRouter.js']",{'develop'},DroneSym
810a578928bca1c1bf47284890e6b5e0b83688a8,Dilina,2019-02-22,Updated variable names,['droneCtrl.js'],{'develop'},DroneSym
9b436f810afe16b116f3ac207b270f17c1f70b87,Dilina Dehigama,2019-02-22,Added drone name to marker in map,"['dashboard.component.css,dashboard.component.html']",{'develop'},DroneSym
bbf18f7c775f0baa1b0dc08a2a233324baeb7915,meetcric,2019-02-23,[Feature]: Login via Email,"['login.component.html,userCtrl.js']",{'develop'},DroneSym
32fa901484480e796124200099f1c7590a96ad52,meetcric,2019-03-02,bug of user-group,"['user-management.component.ts,user.service.ts']",{'develop'},DroneSym
065b6493db0881cf282b42e6cd6e5c3b969ed431,meetcric,2019-03-02,bug of user-group,"['userCtrl.js,group.js,userRouter.js']",{'develop'},DroneSym
5de616ed7d2007171404b0f922a89c3964934d50,GeethOnion,2019-03-03,Update test.js,['test.js'],{'develop'},DroneSym
b679951fa408a6c49552c680bb36dee60c44a7dd,Dilina,2019-03-05,Modified testsAdded travis.ymlModified db file with travisFixes codacy checksUpdate example.db.jsUpdate example.db.jsUpdate .travis.ymlUpdate .travis.ymlUpdate .travis.ymlUpdate .travis.ymlUpdate .travis.ymlUpdate .travis.ymlUpdate .travis.yml,"['.travis.yml,example.db.js,package.json,drone_functions.js,drone_tests.js,user_functions.js']",{'develop'},DroneSym
da032a5433426f2019b51f3998473fccc0f1f568,Dilina,2019-03-05,Update .travis.yml,['.travis.yml'],{'develop'},DroneSym
a506b51529806bcee0138769aed1a7d293d80f8e,Dilina,2019-03-05,Dependabot Config,['config.yml'],{'develop'},DroneSym
71f173cd425cb1493b99d11a6db19e4d8c44f12b,Dilina,2019-03-08,Migration to angular 6angular-cli.json file has been replaced with angular.json in version 6 of Angular.,['.angular-cli.json'],{'develop'},DroneSym
cc85dc23467a4bb94c44e4ac4c03f1c32680b5df,Dilina,2019-03-10,Startup Script (Bash) for Mac/Linux,"['instructions.md,start.sh']",{'develop'},DroneSym
0b676db1540fde1c0b880df90d8d478be15046d8,Dilina,2019-03-12,"Updated dependabot configAs there was large number of PRs due to live updates, now the updated will be checked monthly.",['config.yml'],{'develop'},DroneSym
55196efc53d5d922b1d5cef663d5516c49d6960d,Dilina,2019-04-01,Bug on Logo,"['user-dashboard.component.html,user-view.component.html']",{'develop'},DroneSym
4614b3a44538930877a16dc2263ce4632ffdb0fd,Dilina,2019-04-09,Removing Duplicate files,"['CONTRIBUTING.md,ISSUE_TEMPLATE.md,PULL_REQUEST_TEMPLATE.md']",{'develop'},DroneSym
e6f59d6dcc0d600452d3ce46164df56142c2cedf,Dilina,2019-04-09,Checking out all community standards,['ISSUE_TEMPLATE.md'],{'develop'},DroneSym
e7fd0a7271f36f657bb6cf807eddd5b8603eb456,Dilina,2019-05-10,Timeout extended,"['dronepool.py,main.py']",{'develop'},DroneSym
3d40940201891dce42eaea5461bca117a7916ee7,Dilina,2019-05-10,Travis - node version,['.travis.yml'],{'develop'},DroneSym
35f500f0f62fb15b34bd755773fd4afba2972f93,Dilina,2019-05-17,Backend Linter (python),"['dronepool.py,main.py,mavparser.py,node.py,threadrunner.py']",{'develop'},DroneSym
e7fe7921853daa6e0d45ca532307841989d21238,Dilina,2019-05-17,Update main.py,['main.py'],{'develop'},DroneSym
347d19cce6f480f0b67600458ca15978c312805b,dependabot-preview[bot],2019-06-01,[Security] Bump requests from 2.6.0 to 2.20.0 in /dronesym-pythonBumps [requests](https://github.com/requests/requests) from 2.6.0 to 2.20.0. **This update includes security fixes.**- [Release notes](https://github.com/requests/requests/releases)- [Changelog](https://github.com/kennethreitz/requests/blob/master/HISTORY.md)- [Commits](https://github.com/requests/requests/compare/v2.6.0...v2.20.0),['requirements.txt'],{'develop'},DroneSym
176fa77df6619cc411a851bad5851fc0065eee1c,Dilina,2019-06-03,DB Migration Phase 01,"['drone-list.component.ts,droneCtrl.js,userCtrl.js,drone.js,droneRouter.js,dronesym-d5898-d1e47efbf5b5.json,index.js,package-lock.json,package.json,websocket.js']",{'develop'},DroneSym
df6ba7e9514d89d020fc46967875d47863d8b89f,Dilina,2019-06-03,DB Migration Phase 01,['dronesym-d5898-d1e47efbf5b5.json'],{'develop'},DroneSym
f0d58d9493805082158f96dc5fba9a467b899560,Dilina,2019-06-17,DBMigration Phase 02,"['login.component.html,droneCtrl.js,drone.js,dronepool.py']",{'develop'},DroneSym
804e783fde453c6a0c30255bbdc01e2ef16a374c,Dilina,2019-06-20,Static Drone  & User functions migrated,"['dashboard.component.html,dashboard.component.ts,drone-groups.component.ts,drones-box.component.html,drones-box.component.ts,user-management.component.ts,droneCtrl.js,userCtrl.js,drone.js,main.py']",{'develop'},DroneSym
6ce99fe076b90431fca354c2111bee780ad96ce9,Dilina,2019-06-23,Added Tests after Migration,"['droneCtrl.js,drone_functions.js,test.js,user_functions.js,websocket.js,dronepool.py']",{'develop'},DroneSym
1310984144f7f1c1c004470f8ab5d0b25e0095c5,Dilina,2019-06-23,Update dronepool.py,['dronepool.py'],{'develop'},DroneSym
a09ca6d0f5e086b755420a3c58db2fe180f93ab8,Dilina,2019-07-13,Initial - Forgot component,"['app-router.ts,app.module.ts,forgot-password.component.css,forgot-password.component.html,forgot-password.component.spec.ts,forgot-password.component.ts,login.component.html']",{'develop'},DroneSym
caaa8d9c786686092d3ab4872a63bc7d5428b775,Dilina,2019-07-13,Python fix,['dronepool.py'],{'develop'},DroneSym
e9c035698e872dda1734c04c650bc3079352e486,Dilina,2019-08-05,Documentation - DroneSym,"['gatsby-config.js,package-lock.json,package.json,header.js,image.js,layout.css,drone_logo.png,index.js,page-2.js']",{'develop'},DroneSym
f5b040e23eadf275e2b63be0611ed85f45d9bc45,Dilina,2019-08-11,Fixed MongoDB realtime issue & Flight glitches,"['dashboard.component.ts,drone-data.service.ts,forgot-password.component.ts,droneCtrl.js,dronepool.py,test_dronepool.py']",{'develop'},DroneSym
f21c5ebc0ca956f2dc5e6f0dca3cb0458510ec14,Dilina,2019-08-18,Forgot password done,"['forgot-password.component.html,forgot-password.component.ts,login.component.html,new-password-dialog.component.ts,reset-code-dialog.component.html,reset-code-dialog.component.ts,user.service.ts,userCtrl.js,userRouter.js']",{'develop'},DroneSym
0c6c042c244818be47a132735f7f55faa5160108,Dilina,2019-08-19,Secured flask calls,['main.py'],{'develop'},DroneSym
2238bb32c0cf0d182e0a6a58d4cbe11e4946864e,Dilina,2019-08-20,Added mongo env. variables,"['docker-compose.yaml,.env,example.mongoconfig.js,index.js,package-lock.json,package.json,drone_functions.js,user_functions.js']",{'develop'},DroneSym
225e2f68ca66a427f6d7faf1c43a13c81b426555,Dilina,2019-08-20,Python dependancy modification for travis,"['.travis.yml,requirements.txt']",{'develop'},DroneSym
cc1bffeb2c52b821afa073a00dcebb03d9ba7579,Dilina,2019-08-20,Update .travis.yml,['.travis.yml'],{'develop'},DroneSym
553c2731760a585b22fc19990f4d44526bda97c8,Dilina,2019-08-20,Update .travis.yml,['.travis.yml'],{'develop'},DroneSym
3efb6cccfa4e37dd914f9b91a1387ffa60202468,Dilina,2019-08-29,Security Fixes,"['package-lock.json,package.json,package-lock.json,package.json']",{'develop'},DroneSym
8b28b1f91812f278e1b01092bface3ad45fe374e,Dilina,2019-10-01,Removed Unwanted packages/files,"['apple-touch-192.png,index.html,droneCtrl.js,userCtrl.js,example.db.js,package-lock.json,package.json,main.py']",{'develop'},DroneSym
1a77a8c214f8668b445c3fbe95ca23822221382a,Joseph Semrai,2020-01-10,Responsive changes,"['login.component.css,login.component.html,signup.component.css,signup.component.html,user-management.component.html,user-signup.component.html']",{'develop'},DroneSym
cbadf07403f89f7f278720b51fec0656441e3f2d,Sahan Dilshan,2020-01-26,Align Login and SignUp buttons,['login.component.html'],{'develop'},DroneSym
ea303550e9c0c17385df707e3735f6887bc504c6,dependabot-preview[bot],2020-02-01,[Security] Bump handlebars from 4.1.0 to 4.7.2 in /dronesym-frontendBumps [handlebars](https://github.com/wycats/handlebars.js) from 4.1.0 to 4.7.2. **This update includes a security fix.**- [Release notes](https://github.com/wycats/handlebars.js/releases)- [Changelog](https://github.com/wycats/handlebars.js/blob/master/release-notes.md)- [Commits](https://github.com/wycats/handlebars.js/compare/v4.1.0...v4.7.2)Signed-off-by: dependabot-preview[bot] <support@dependabot.com>,['package-lock.json'],{'develop'},DroneSym
3f296588780c1b3c329d467416a75601a7903c42,dependabot-preview[bot],2020-08-01,Bump nodemailer from 6.3.0 to 6.4.11 in /dronesym-nodeBumps [nodemailer](https://github.com/nodemailer/nodemailer) from 6.3.0 to 6.4.11.- [Release notes](https://github.com/nodemailer/nodemailer/releases)- [Changelog](https://github.com/nodemailer/nodemailer/blob/master/CHANGELOG.md)- [Commits](https://github.com/nodemailer/nodemailer/compare/v6.3.0...v6.4.11)Signed-off-by: dependabot-preview[bot] <support@dependabot.com>,"['package-lock.json,package.json']",{'develop'},DroneSym
